アカウントID,StudentID,Group,Account Name,Role,SatisfactionScore,Opinion
59070,52258,EDUCATION,TakahiroKenjo,student,4,・統計や深層学習の基本的な知識。深層学習については既にG検定レベルの基本知識は概念として習得済みだったが、統計学の基礎と照合して学ぶことで、具体的な用法が理解できた\n・Pythonの基本的な記法やPandasやmatplotlib等の基本的なライブラリの使用法。こちらも、学部時代に基本的な知識は習得済みだったが、数年間のブランクがあったため、改めて復習できた。加えて、機械学習を用いたデータ分析に特化した用法を学び、今後の講義本番につながる土台ができた
59069,52276,EDUCATION,mathooomi,student,,
59068,52554,EDUCATION,RINRIKAN_,student,,
59067,52260,EDUCATION,b521186f2a7f,student,,
59066,52499,EDUCATION,Ryoji1204,student,,
59065,52259,EDUCATION,HAZUKI_KUSAKA,student,,
59064,52256,EDUCATION,KaitoDeguchi,student,5,普段はVS codeでpythonを用いていたため、Google Colabを用いるのは初めてだった。Jupyter notebook形式で非常に使いやすく、今後も愛用したいと感じた
59063,52255,EDUCATION,worthogs,student,,
59062,52254,EDUCATION,maklarNeeshima,student,,
59061,52642,EDUCATION,hiro16_66,student,,
59059,58087,EDUCATION,sakashita121,student,,
59058,63611,EDUCATION,AtsushiNakashizu,student,,
59057,52292,EDUCATION,YuKasahara,student,,
59054,52289,EDUCATION,zhangzhengxi,student,,
59051,51401,SPONSOR,yukiiiii,student,5,AIに関してプログラミングの知識をつけることは単に何かを作るだけでなくAIに関する議論を実施する上で対等に話し合う上での武器になるというところが気づきだった。自身がまさにコンサルティング業界にいて今後AIを専門性にキャリアを構築して行きたいと思っているので本講義に対するモチベーションが上がった。
59050,52245,EDUCATION,tyomuski62,student,4,Pythonによるデータの取り扱いかたの基本を学んだ。具体的には欠損値に対する処理の方法や、外れ値をどのように処理するかなどについて新しく学ぶことができた。ただ、回帰分析の具体的なやり方については理解が足りなかったのでもう少し復讐したいと思った。
59049,52247,EDUCATION,TNko12ynu,student,4,データ分析の基本的な手法について理解することができた。\n特に、データ分析は「データの理解、データの前処理、モデル構築、モデル評価」を繰り返しながら進めることが最も学びになった。
59048,52246,EDUCATION,Tomoki2216,student,4,データサイエンスの大まかな枠組みや、意義について知ることができた
59047,52243,EDUCATION,yuta-kimura_0702,student,,
59046,52241,EDUCATION,yamaguchitakuya,student,5,データサイエンスの基本的な流れやPythonのメソッドの階層構造など、従来の知識を補強する知識を身に付けることができました。
59045,63510,EDUCATION,daichi_omisosiru,student,,
59044,52251,EDUCATION,tsuayaka,student,4,pythonの基礎について算術演算子の表記の仕方について理解した。
59043,52237,EDUCATION,matsu511,student,4,データサイエンスには流れがあり、その流れに乗りながら、時には戻りながら分析の目標を達成していくこと。
59041,52236,EDUCATION,atsushi422,student,,
59040,52426,EDUCATION,Kottotsutta,student,,
59038,52235,EDUCATION,KSawaguchi,student,,
59037,52233,EDUCATION,Yusuke_Endo,student,5,データサイエンスとは\n大量のデータを分析して、新しい価値(役立つ情報や新しい知識)を生み出す学問分野や技術分野のこと
59036,52232,EDUCATION,TakumaKurihara,student,,
59035,52230,EDUCATION,Hajimeta,student,,
59034,52234,EDUCATION,KantaUtsugi,student,,
59033,52229,EDUCATION,Tanakkka,student,,
59032,52228,EDUCATION,hiroki01,student,,
59030,64099,EDUCATION,wataru123,student,,
59028,52220,EDUCATION,doridori,student,,
59027,52378,EDUCATION,Ogawa6045,student,4,Pythonの基礎を実際にGoogleColabを触りながら学びました
59026,52224,EDUCATION,Kmnlu012,student,,
59025,52250,EDUCATION,rarirureoo,student,,
59023,52223,EDUCATION,Haku3436,student,,
59022,52332,EDUCATION,tetsudou2005,student,5,機械学習にも種類があり、教師あり学習、教師なし学習そして強化学習の3つあることを知り、答えの存在する・しないで使い分けたり、機械が選択した行動によって応酬を変えるということを学ぶことができました。AIの機械学習はそれぞれ見あったものを使わなければならないとしりました。
59019,57780,EDUCATION,MuhammadYassirR,student,,
59018,52239,EDUCATION,Lupin_the_3rd,student,5,データサイエンスを使うことで、どのような課題解決が可能になるのか、社会における具体的な活用事例について理解を深めることができました。
59017,52278,EDUCATION,CyberKing15,student,,
59016,52227,EDUCATION,Furupon2025,student,4,AIやデータサイエンスについて今、学ぶ意義を学んだ。さらに統計におけるいくつか指標及びそれをPythonを用いて処理する具体的な方法について学んだ。
59015,52397,EDUCATION,NamiRen_,student,,
59012,57854,EDUCATION,doramaru,student,3,機械学習の具体的ながれ（データの理解，データの前処理，モデルの構築，モデルの評価）やPythonの基本的な使い方を理解できた．
59011,52300,EDUCATION,daichi0914,student,,
59010,52360,EDUCATION,55Kinoko,student,,
59009,52771,TRAINER,sweetsilversong,student,4,途中段階から学習内容難易度が高まった印象がありました。
59008,52772,TRAINER,Usamaruchan,student,5,クロスバリデーションはk分割交差検証法と呼ぶということ。
59006,53239,ENTERPRISE,kitahara1869,student,,
59002,59707,EDUCATION,YutakaSasaki,student,,
59001,52778,TRAINER,K924coffee,student,5,「python」がそもそも何をしているのか、ひとつひとつの記号、文字列の意味を非常に基礎的な点から確認することができた。
59000,52242,EDUCATION,Ducati86,student,,
58999,52226,EDUCATION,mariafujisawa,student,,
58998,52225,EDUCATION,tokutoku,student,,
58997,53241,ENTERPRISE,takamuku,student,4,データサイエンスについての現状と活用法。また本講義をどのように進めるかを学びました。
58996,52309,EDUCATION,Sorashido,student,,
58994,52403,EDUCATION,komimon61,student,4,「データサイエンスの基本事項」、「Pythonの基本文法」、「数理統計の基礎知識」、「機械学習の概要」を学習した。
58993,52218,EDUCATION,puddinging,student,5,Pythonに興味があって何度か学習しようとしたが、コードだけを覚えてもどう活用していけばいいのかわからなかったので機械学習の方法がわかってこれからの学習の方向性が見えてきた気がした。
58992,52240,EDUCATION,shiorikn,student,4,データ分析の一連の流れなど基礎的な部分を学べました。また私はpython初学者で基礎がおぼつかない部分もあるので、そういったところを改めて学ぶことができました。
58991,58762,EDUCATION,ishimarugo2025,student,,
58988,52216,EDUCATION,mikanbatake,student,,
58987,52214,EDUCATION,rikuo00o,student,,
58986,63585,EDUCATION,Appare1024,student,,
58985,52211,EDUCATION,KotaMochizuki,student,,
58984,52368,EDUCATION,Goto0711,student,,
58983,52208,EDUCATION,Takaoka88,student,,
58982,52207,EDUCATION,Yuta_Nakamura,student,,
58981,52202,EDUCATION,nasudon0616,student,,
58980,52957,SPONSOR,YugoHisata,student,4,データサイエンスの流れ(データの理解->データの前処理->モデルの構築->モデル評価)が理解できました。\nまたPythonの基本的なプログラムについても理解できたと思います。
58979,52238,EDUCATION,ShogoUshiro0,student,,
58978,52438,EDUCATION,KazuhoFujiwara,student,,
58977,52199,EDUCATION,tonoguch,student,5,pythonの基礎とデータサイエンスの基礎を学んだ。\nどちらも最初の大学で学んだ内容であったが、改めて再確認ができた。\nただし、pythonの鬼門である（自分で理解しきれていない）オブジェクトについて、１Pしか使われていないことに疑問を覚えた。\nこの段階では、「そういう仕組みがあるのだ」といった程度で把握すれば良いのか、それともGCIの初見殺しとして、薄くしか説明していないのか、ここでは判断できない。\nとりあえず、前者の理解で、初見殺しに引っかかってみようと思う。
